seq	time	q0	q1	q2	q3	q4	q5	Dq0	Dq1	Dq2	Dq3	Dq4	Dq5	eff0	eff1	eff2	eff3	eff4	eff5	
114	1580406961.398745870	0.0024886	-0.928822	2.13525	-2.77703	-1.56958	-2.6232	0	0	-0	0	0	0	-16.4047	-4.63316	-1.95354	-3.01152	-0.97857	0.926325	
115	1580406961.406687903	0.00250058	-0.928822	2.13525	-2.77704	-1.56957	-2.6232	0	0	-0	0	0	0	-17.3577	-4.39037	-1.9286	-3.08299	-1.02804	1.05497	
116	1580406961.414789473	0.00247662	-0.928846	2.13525	-2.77702	-1.56958	-2.62321	0	0	-0	0	0	0	-16.7451	-4.4505	-1.95439	-3.01153	-1.02805	1.26079	
117	1580406961.422745335	0.00247662	-0.928882	2.13526	-2.77702	-1.56958	-2.62323	0	0	-0	0	0	0	-17.0854	-3.72086	-1.95526	-3.15448	-0.953833	1.28652	
118	1580406961.430763984	0.00247662	-0.928846	2.13525	-2.77702	-1.56956	-2.62323	0	0	-0	0	0	0	-16.8812	-4.8147	-2.05419	-3.10681	-1.00329	0.977786	
119	1580406961.438682228	0.00246463	-0.92881	2.13524	-2.77702	-1.56957	-2.62317	0	0	-0	0	0	0	-17.1535	-4.33035	-2.02839	-3.01151	-0.978554	1.23506	
120	1580406961.447161981	0.0024886	-0.928846	2.13524	-2.777	-1.5696	-2.62321	0	0	-0	0	0	0	-17.0854	-4.26882	-2.02966	-3.01153	-1.00332	1.15788	
121	1580406961.454719705	0.00245265	-0.928834	2.13529	-2.77703	-1.56957	-2.62321	0	0	-0	0	0	0	-16.5409	-4.69227	-1.90276	-2.98766	-1.05278	1.20933	
122	1580406961.462695452	0.00247662	-0.928834	2.13526	-2.77702	-1.56956	-2.62323	0	0	-0	0	0	0	-17.1535	-4.38964	-2.05333	-3.08296	-0.904329	1.1836	
123	1580406961.470748500	0.0024886	-0.928846	2.13525	-2.77702	-1.56958	-2.6232	0	0	-0	0	0	0	-17.2896	-4.08631	-2.1041	-3.01153	-1.02805	1.26079	
