seq	time	q0	q1	q2	q3	q4	q5	Dq0	Dq1	Dq2	Dq3	Dq4	Dq5	eff0	eff1	eff2	eff3	eff4	eff5	DDq0	DDq1	DDq2	DDq3	DDq4	DDq5	
135	1580406961.566721036	0.0024886	-0.928858	2.13525	-2.77702	-1.56957	-2.62323	0	0	-0	0	0	0	0	-60.84	-16.1771	-2.82097	0.40692	0.000135003	0	0	0	0	0	0	
136	1580406961.574734388	0.0024886	-0.928798	2.13525	-2.77704	-1.56955	-2.62323	0	0	-0	0	0	0	0	-60.8414	-16.175	-2.82093	0.406942	0.000130328	0	0	0	0	0	0	
137	1580406961.582761004	0.00245265	-0.92881	2.13529	-2.77702	-1.56956	-2.62319	0	0	-0	0	0	0	0	-60.8398	-16.1741	-2.82088	0.406936	0.00011725	0	0	0	0	0	0	
138	1580406961.590764291	0.00250058	-0.928834	2.13527	-2.777	-1.56958	-2.62323	0	0	-0	0	0	0	0	-60.8397	-16.1753	-2.8209	0.406908	0.000119352	0	0	0	0	0	0	
139	1580406961.598721656	0.00247662	-0.928798	2.13527	-2.77704	-1.56956	-2.62323	0	0	-0	0	0	0	0	-60.8405	-16.1741	-2.8209	0.406931	0.000122901	0	0	0	0	0	0	
140	1580406961.606773210	0.00246463	-0.928834	2.13525	-2.77702	-1.56958	-2.62321	0	0	-0	0	0	0	0	-60.8406	-16.1762	-2.82094	0.40691	0.000127751	0	0	0	0	0	0	
141	1580406961.614736496	0.00247662	-0.928834	2.13525	-2.77702	-1.56961	-2.6232	0	0	-0	0	0	0	0	-60.8406	-16.1762	-2.82095	0.40689	0.000124309	0	0	0	0	0	0	
142	1580406961.622672559	0.00251257	-0.928822	2.13525	-2.77703	-1.56958	-2.62319	0	0	-0	0	0	0	0	-60.8409	-16.1758	-2.82095	0.406914	0.000127855	0	0	0	0	0	0	
143	1580406961.630709536	0.0024886	-0.92881	2.13527	-2.77699	-1.56962	-2.62321	0	0	-0	0	0	0	0	-60.8402	-16.1745	-2.82086	0.406877	0.000105898	0	0	0	0	0	0	
144	1580406961.638709316	0.00250058	-0.928846	2.13525	-2.77702	-1.56958	-2.62324	0	0	-0	0	0	0	0	-60.8403	-16.1767	-2.82095	0.406907	0.000130523	0	0	0	0	0	0	
145	1580406961.646723427	0.00247662	-0.928846	2.13524	-2.777	-1.56962	-2.62318	0	0	-0	0	0	0	0	-60.8407	-16.1771	-2.82097	0.406882	0.000125347	0	0	0	0	0	0	
146	1580406961.654742575	0.00247662	-0.928834	2.13521	-2.777	-1.56957	-2.62319	0	0	-0	0	0	0	0	-60.8419	-16.1775	-2.82098	0.406925	0.000134992	0	0	0	0	0	0	
147	1580406961.662696953	0.00245265	-0.928834	2.13529	-2.77704	-1.5696	-2.6232	0	0	-0	0	0	0	0	-60.8393	-16.1749	-2.82093	0.406901	0.000123264	0	0	0	0	0	0	
148	1580406961.670778173	0.0024886	-0.92881	2.13527	-2.77704	-1.56957	-2.62323	0	0	-0	0	0	0	0	-60.8403	-16.1745	-2.82091	0.40692	0.000123946	0	0	0	0	0	0	
149	1580406961.678746506	0.00247662	-0.928822	2.13526	-2.77699	-1.56958	-2.62321	0	0	-0	0	0	0	0	-60.8404	-16.1753	-2.82089	0.40691	0.000116695	0	0	0	0	0	0	
150	1580406961.686735402	0.00247662	-0.928834	2.13525	-2.77703	-1.56958	-2.6232	0	0	-0	0	0	0	0	-60.8406	-16.1762	-2.82096	0.406912	0.000130622	0	0	0	0	0	0	
151	1580406961.694693346	0.0024886	-0.92881	2.13526	-2.77703	-1.56958	-2.62319	0	0	-0	0	0	0	0	-60.8407	-16.175	-2.82092	0.406914	0.000122326	0	0	0	0	0	0	
152	1580406961.702759015	0.0024886	-0.928858	2.13525	-2.77699	-1.56958	-2.62321	0	0	-0	0	0	0	0	-60.84	-16.1771	-2.82094	0.40691	0.000127751	0	0	0	0	0	0	
153	1580406961.710753607	0.0024886	-0.92887	2.13525	-2.77704	-1.56957	-2.6232	0	0	-0	0	0	0	0	-60.8398	-16.1776	-2.82102	0.406923	0.000143399	0	0	0	0	0	0	
154	1580406961.718716313	0.00247662	-0.928834	2.13525	-2.77703	-1.56956	-2.6232	0	0	-0	0	0	0	0	-60.8406	-16.1762	-2.82096	0.406934	0.000134061	0	0	0	0	0	0	
155	1580406961.726684200	0.00247662	-0.928762	2.13526	-2.77704	-1.56958	-2.62321	0	0	-0	0	0	0	0	-60.8418	-16.1732	-2.82087	0.40691	0.00011393	0	0	0	0	0	0	
156	1580406961.734765396	0.00245265	-0.928822	2.13526	-2.77702	-1.56957	-2.6232	0	0	-0	0	0	0	0	-60.8404	-16.1754	-2.82092	0.406923	0.000123938	0	0	0	0	0	0	
157	1580406961.742724775	0.00247662	-0.928834	2.13529	-2.77702	-1.56958	-2.6232	0	0	-0	0	0	0	0	-60.8393	-16.1749	-2.8209	0.406912	0.000119344	0	0	0	0	0	0	
158	1580406961.750681281	0.0024886	-0.928822	2.13527	-2.77702	-1.56958	-2.62319	0	0	-0	0	0	0	0	-60.84	-16.1749	-2.82091	0.406914	0.000119341	0	0	0	0	0	0	
159	1580406961.758694223	0.0024886	-0.92881	2.13524	-2.77702	-1.5696	-2.62323	0	0	-0	0	0	0	0	-60.8415	-16.1758	-2.82093	0.406897	0.000123272	0	0	0	0	0	0	
